,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
43688,12,9,17,0,1,0,0,1,0,20,1,0,0,0,4
122561,5,5,0,0,130,1,1,0.17,0.05,22,0.09,0.05,1,1,0
117188,68,5,0,0,103,1,1,0.12,0.06,11,0.04,0.06,1,1,0
24613,24,9,250,2577,5,0,0,1,0,255,1,0,0,0,4
54364,12,9,45,137,75,0,0,1,0,237,0.93,0.01,0,0,4
7592,12,9,44,126,70,0,0,1,0,255,1,0,0,0,4
23451,24,9,303,2022,20,0,0,1,0,255,1,0,0,0,4
99773,12,9,1,0,20,0,0,0.1,0.15,2,0.01,0.92,0.03,0,1
35281,28,5,0,0,262,1,1,0.01,0.07,3,0.01,0.08,1,1,0
125522,12,9,45,136,105,0,0,1,0,254,1,0.01,0,0,4
67711,15,9,520,0,449,0,0,1,0,234,1,0,0,0,0
40941,24,9,315,7613,6,0,0,1,0,255,1,0,0,0,4
2448,24,9,290,751,14,0,0,1,0,255,1,0,0,0,4
9526,14,9,8,0,1,0,0,1,0,129,1,0,0,0,1
63237,20,9,12,0,2,0,0,1,0,139,0.35,0.08,0,0.01,4
48462,20,9,2890,0,12,0,0,1,0,84,0.46,0.02,0,0,4
59294,46,5,0,0,236,1,1,0.02,0.06,5,0.02,0.07,1,1,0
79850,24,9,314,269,18,0,0.02,1,0,255,1,0,0,0,4
102213,49,9,28,0,161,0.62,0,0.38,0.04,61,0.24,0.76,0.09,0,0
87272,60,9,7766,11508,1,0,0,1,0,52,0.2,0.02,0.6,0.75,4
104320,8,5,0,0,232,1,1,0.07,0.07,17,0.07,0.08,1,1,0
2377,49,5,0,0,128,1,1,0.03,0.06,5,0.02,0.07,1,1,0
41510,24,9,202,1784,10,0,0,1,0,255,1,0,0,0,4
38613,49,9,28,0,80,0,0,1,0,80,0.31,0.04,0.02,0,0
104345,24,9,329,659,17,0,0,1,0,255,1,0,0,0,4
67213,24,9,232,2395,1,0,0,1,0,255,1,0,0,0,4
7566,49,1,0,0,413,0.06,0,0,1,1,0,1,0.09,0,1
64951,24,9,278,5767,1,0,0,1,0,255,1,0,0,0,4
40934,36,5,0,0,211,1,1,0.07,0.07,15,0.06,0.07,1,1,0
70972,12,9,44,136,63,0,0,1,0,213,0.84,0.02,0,0,4
118927,20,9,12,0,2,0,0,1,0,54,0.33,0.04,0.01,0,4
25713,24,9,224,12884,9,0,0,1,0,203,1,0,0,0,4
62889,24,9,178,5797,5,0,0,1,0,255,1,0,0,0,4
125443,24,9,234,305,9,0,0,1,0,255,1,0,0,0,4
96445,24,9,329,3432,33,0,0,1,0,255,1,0,0,0,4
112233,12,9,43,126,99,0,0,1,0,255,1,0,0,0,4
31320,54,9,1784,334,1,0,0,1,0,179,1,0,0,0,4
10433,54,9,1639,330,1,0,0,1,0,164,0.57,0.08,0,0,4
35495,20,9,740,0,2,0,0,1,0,68,0.24,0.02,0,0,4
96640,24,9,234,5381,6,0,0,1,0,255,1,0,0,0,4
64622,14,9,30,0,1,0,0,1,0,107,1,0,0,0,4
106480,24,9,373,404,6,0,0,1,0,255,1,0,0,0,4
122678,9,5,0,0,246,1,1,0.01,0.06,14,0.05,0.06,1,1,0
14129,19,5,0,0,246,1,1,0.02,0.06,8,0.03,0.05,1,1,0
57349,12,9,44,44,158,0,0,1,0,254,1,0.01,0,0,4
6717,24,9,209,738,9,0,0,1,0,255,1,0,0,0,4
109217,7,5,0,0,115,1,1,0.12,0.08,14,0.05,0.07,1,1,0
4569,15,9,1032,0,511,0,0,1,0,49,0.19,0.17,0,0,0
46577,16,5,0,0,119,1,1,0.03,0.06,4,0.02,0.05,1,1,0
17465,49,1,0,0,105,0,0,0.11,0.08,1,0,0.08,0,0,0
21682,49,5,0,0,204,1,1,0.02,0.06,6,0.02,0.09,1,1,0
60580,34,5,0,0,114,1,1,0.2,0.06,23,0.09,0.05,1,1,0
29181,44,1,0,0,511,0.11,0,0,1,1,0,1,0.16,0,1
58787,49,1,0,0,112,0,0,0.18,0.06,30,0.12,0.05,0,0,0
113531,24,9,221,1112,6,0,0,1,0,255,1,0,0,0,4
92766,44,9,59,0,11,0.09,0,0.09,0.82,1,0.01,0.13,0.02,0,4
109123,24,9,393,255,5,0,0,1,0,255,1,0,0,0,4
9389,24,9,301,5831,2,0,0,1,0,255,1,0,0,0,4
50610,29,5,0,0,259,1,1,0.03,0.05,7,0.03,0.05,1,1,0
43897,36,5,0,0,238,1,1,0.02,0.07,5,0.02,0.07,1,1,0
42707,24,9,221,3338,4,0,0,1,0,255,1,0,0,0,4
16377,26,5,0,0,149,1,1,0.13,0.06,7,0.03,0.07,1,1,0
61355,49,1,0,0,104,0,0,0.16,0.08,17,0.07,0.07,0,0,0
112195,24,9,210,581,13,0,0,1,0,255,1,0,0,0,4
40960,24,9,234,2923,12,0,0,1,0,75,1,0,0,0,4
65034,24,9,301,2126,8,0,0,1,0,255,1,0,0,0,4
26458,24,9,226,655,2,0,0,1,0,255,1,0,0,0,4
23899,24,9,276,2543,20,0,0,1,0,255,1,0,0,0,4
11229,24,9,225,334,10,0,0,1,0,255,1,0,0,0,4
31348,65,9,183,0,5,0,0,0.8,0.4,16,0.06,0.01,0,0,4
53316,24,9,54540,8314,3,0,0,1,0,255,1,0,0.01,0.01,0
63019,17,2,0,0,142,0,0,0.09,0.06,13,0.05,0.07,0,0,0
115938,29,5,0,0,271,1,1,0.01,0.06,5,0.02,0.07,1,1,0
8503,44,4,1,0,2,0,0,1,0,2,0.01,0.74,0,0,1
32272,24,9,227,421,2,0,0,1,0,255,1,0,0,0,4
38867,49,5,0,0,275,1,1,0.01,0.07,19,0.07,0.09,1,1,0
77675,54,9,1084,334,1,0,0,1,0,75,0.79,0.1,0,0,4
96080,14,9,8,0,1,0,0,1,0,105,1,0,0,0,1
15363,49,5,0,0,267,1,1,0.01,0.06,17,0.07,0.05,1,1,0
42493,49,5,0,0,127,1,1,0.08,0.06,10,0.08,0.08,1,1,0
15349,49,9,105,0,2,0,0,1,0,172,0.81,0.01,0,0,4
17870,44,9,145,105,2,0,0,1,0,2,0.01,0.4,0,0,4
95262,20,5,0,0,54,1,1,0.24,0.07,65,0.25,0.02,1,1,0
66628,12,9,43,132,169,0,0,0.99,0.01,237,0.93,0.02,0,0,4
124876,18,9,7,271,1,0,0,1,0,1,0,0.02,0,0,4
31579,24,9,258,2921,2,0,0,1,0,255,1,0,0,0,4
59524,2,4,0,0,1,0,0,1,0,1,0,1,0,0,1
91817,14,9,8,0,1,0,0,1,0,42,1,0,0,0,1
116607,24,5,0,0,47,1,1,0.3,0.09,58,0.23,0.04,1,1,0
49684,13,5,0,0,194,1,1,0.07,0.06,13,0.05,0.07,1,1,0
121468,4,5,0,0,233,1,1,0.07,0.06,16,0.06,0.06,1,1,0
59897,24,9,321,3150,19,0,0,1,0,255,1,0,0,0,4
1972,12,9,46,86,193,0,0,1,0,255,1,0,0,0,4
88810,5,5,0,0,7,1,1,0.14,0.43,1,0,0.08,1,1,0
33768,49,4,0,0,1,0,0,1,0,1,0,0.49,0,0,1
4026,44,1,0,0,511,0.21,0,0,1,1,0,1,0.24,0,1
54127,24,9,164,6155,9,0,0,1,0,255,1,0,0,0,4
28216,41,5,0,0,144,1,1,0.11,0.06,15,0.06,0.06,1,1,0
65977,60,5,0,0,30,0.97,1,0.3,0.1,19,0.07,0.05,1,1,0
116060,20,9,1874,0,2,0,0,1,0,141,0.55,0.02,0,0,4
39141,24,9,285,1764,34,0,0,1,0,255,1,0,0,0,4
24867,49,9,105,0,1,0,0,1,0,18,0.82,0.09,0,0,4
115097,24,9,231,8119,12,0,0,1,0,255,1,0,0,0,4
580,24,9,248,2313,23,0,0,1,0,255,1,0,0,0,4
57307,24,9,199,5827,20,0,0,1,0,255,1,0,0.01,0,4
65347,24,9,214,2129,1,0,0,1,0,255,1,0,0,0,4
65978,49,9,1,0,39,0,0,0.51,0.13,20,0.08,0.27,0,0,1
110480,24,9,222,2118,7,0,0,1,0,255,1,0,0,0,4
48022,49,9,105,147,1,0,0,1,0,47,0.98,0.04,0,0,4
102783,34,5,0,0,117,1,1,0.2,0.06,23,0.09,0.05,1,1,0
8165,24,1,0,0,1,0,0,1,0,95,1,0,0,0,4
90943,20,5,0,0,70,1,1,0.27,0.06,59,0.23,0.02,1,1,0
2120,24,9,198,1705,24,0,0,1,0,255,1,0,0,0,4
111268,66,5,0,0,23,1,1,0.57,0.13,13,0.05,0.07,1,1,0
38746,24,9,304,754,11,0,0,1,0,255,1,0,0,0,4
13510,24,9,244,2353,33,0,0,1,0,255,1,0,0,0,4
105577,24,9,300,5133,15,0,0,1,0,255,1,0,0,0,4
68655,49,4,1,0,2,0,0,1,0,2,0.01,0.34,0,0,1
67254,44,9,146,105,1,0,0,1,0,1,0,0.77,0,0,4
125469,60,9,125,2125,1,0,0,1,0,1,0,0.02,0,0,4
55810,17,5,0,0,113,1,1,0.16,0.07,18,0.07,0.06,1,1,0
60269,20,9,190,0,2,0,0,1,0,6,0.29,0.29,0,0,4
94088,49,5,0,0,116,1,1,0.11,0.06,11,0.04,0.06,1,1,0
70966,24,9,235,4076,16,0,0,1,0,255,1,0,0,0,4
39253,20,5,0,0,250,1,1,0.01,0.06,16,0.06,0.07,1,1,0
87469,44,9,145,105,4,0,0,0.5,0.5,2,0.01,0.49,0,0,4
113951,21,5,0,0,248,1,1,0.08,0.05,19,0.07,0.05,1,1,0
68842,20,9,71,0,1,0,0,1,0,57,0.22,0.02,0.63,0.7,4
65194,49,5,0,0,111,1,1,0.09,0.06,10,0.04,0.06,1,1,0
28115,33,5,0,0,240,1,1,0.05,0.05,12,0.05,0.06,1,1,0
3612,49,5,0,0,235,1,1,0,0.06,16,0.06,0.07,1,1,0
64442,24,9,216,2226,20,0,0,1,0,255,1,0,0,0,4
15143,20,9,12241,0,11,0,0,1,0,56,0.22,0.05,0.36,0,4
77632,24,9,232,98,1,0,0,1,0,255,1,0,0,0,4
79579,14,9,8,0,1,0,0,1,0,23,1,0,0,0,1
34153,24,9,224,2531,7,0,0,1,0,255,1,0,0,0,4
7651,24,9,282,3081,16,0,0,1,0,255,1,0,0,0,4
107396,54,9,2673,291,2,0,0,0.5,1,131,0.75,0.09,0,0,4
31691,24,9,300,5973,1,0,0,1,0,255,1,0,0,0,4
112742,14,9,8,0,1,0,0,1,0,53,1,0,0,0,1
44177,63,5,0,0,292,1,1,0.06,0.06,1,0,0.07,1,1,0
57512,18,5,0,0,52,1,1,0.31,0.08,76,0.3,0.02,1,1,0
116236,49,5,0,0,180,1,1,0.14,0.06,25,0.1,0.05,1,1,0
119247,18,9,8,138,1,0,0,1,0,15,0.08,0.03,0,0,4
50754,15,9,1032,0,148,0,0,1,0,148,0.58,0.01,0,0,0
70120,54,9,1042,400,1,0,0,1,0,26,0.1,0.06,0.74,0,4
13099,32,5,0,0,219,1,1,0,0.06,1,0,0.06,1,1,0
21397,20,9,192,0,2,0,0,1,0,52,0.17,0.06,0,0.02,4
62370,56,1,0,0,230,0,0,0.03,0.07,6,0.02,0.07,0,0,0
112269,49,5,0,0,210,1,1,0.01,0.07,19,0.07,0.09,1,1,0
69653,24,9,339,467,6,0.33,0.29,1,0,255,1,0,0.01,0.01,4
107810,24,9,316,882,31,0,0,1,0,255,1,0,0,0,4
55772,12,9,46,74,243,0,0,1,0.01,250,0.98,0.01,0,0,4
71453,20,9,748,0,1,0,0,1,0,86,0.51,0.03,0,0,4
113027,20,9,8766,0,4,0,0,1,0,31,0.12,0.01,0.66,0,4
26486,24,9,231,1813,8,0,0,1,0,255,1,0,0,0,4
93067,54,9,878,337,1,0,0,1,0,157,0.95,0.05,0,0,4
87365,49,5,0,0,112,1,1,0.12,0.05,19,0.07,0.07,1,1,0
27304,49,5,0,0,249,1,1,0.08,0.07,19,0.07,0.07,1,1,0
97907,20,5,0,0,56,1,1,0.16,0.07,49,0.19,0.02,1,1,0
83258,24,9,299,3228,4,0,0,1,0,255,1,0,0,0,4
18614,20,9,194,0,2,0,0,1,0,73,0.07,0.05,0.03,0,4
10247,24,9,202,983,15,0,0,1,0,255,1,0,0,0,4
64691,20,1,0,0,261,0,0,0.01,0.07,2,0.01,0.09,0,0,0
52694,33,5,0,0,195,1,1,0.03,0.06,6,0.02,0.06,1,1,0
95923,24,9,289,1370,3,0,0,1,0,255,1,0,0,0,4
110567,24,9,338,304,18,0,0,1,0,255,1,0,0,0,4
31191,49,5,0,0,252,1,1,0.08,0.06,14,0.05,0.08,1,1,0
67359,8,5,0,0,246,1,1,0.02,0.06,17,0.07,0.07,1,1,0
83896,44,9,147,0,3,0,0,0.33,0.67,1,0,0.57,0,0,4
97374,13,5,0,0,211,1,1,0.01,0.06,19,0.07,0.06,1,1,0
26280,49,5,0,0,146,1,1,0.09,0.05,16,0.06,0.07,1,1,0
16888,54,9,1286,329,1,0,0,1,0,25,0.81,0.19,0,0,4
52297,20,9,252,0,1,0,0,1,0,38,0.28,0.05,0,0,4
114893,20,9,2881,0,6,0,0,1,0,65,0.21,0.02,0,0,4
98023,24,9,290,2868,3,0,0,1,0,255,1,0,0,0,4
6606,38,5,0,0,84,1,1,0.05,0.06,9,0.04,0.07,1,1,0
106834,24,9,343,2381,10,0,0,1,0,255,1,0,0,0,4
85484,49,4,0,0,1,0,0,1,0,1,0.01,0.37,0,0,1
93083,12,9,34,87,1,0,0,1,0,224,0.84,0.11,0,0,4
19759,30,5,0,0,38,1,1,0.63,0.08,24,0.09,0.07,1,1,0
77667,12,9,43,72,245,0,0,1,0.01,254,1,0.01,0,0,4
27472,12,9,43,107,1,0,0,1,0,233,0.91,0.01,0,0,4
30771,14,9,8,0,1,0,0,1,0,71,1,0,0,0,1
94261,12,9,45,135,135,0,0,1,0,255,1,0,0,0,4
113618,24,9,217,11880,1,0,0,1,0,255,1,0,0,0,4
24404,19,9,249,774,1,0,0,1,0,48,0.2,0.03,0.01,0,4
106102,12,9,33,0,1,0,0,1,0,13,0.1,0.05,0,0,4
63069,23,1,0,0,141,0,0,0.11,0.06,14,0.05,0.06,0,0,0
78477,24,9,222,2432,25,0,0,1,0,255,1,0,0,0,4
6739,49,5,0,0,203,1,1,0.04,0.07,8,0.03,0.06,1,1,0
83662,24,9,325,1366,31,0,0,1,0,255,1,0,0,0,4
43024,24,9,220,5167,8,0,0,1,0,255,1,0,0,0,4
37058,7,5,0,0,22,1,1,0.14,0.23,4,0.02,0.08,1,1,0
26035,24,9,296,431,2,0,0,1,0,255,1,0,0,0,4
3750,36,5,0,0,203,1,1,0.05,0.06,11,0.04,0.07,1,1,0
11806,49,5,0,0,78,1,1,0.1,0.08,8,0.04,0.07,1,1,0
22594,66,5,0,0,140,1,1,0.14,0.06,19,0.07,0.06,1,1,0
47462,12,9,46,75,132,0,0,1,0,254,1,0.01,0,0,4
120299,19,9,1500,4152,2,0,0,0.5,1,30,0.2,0.04,0,0,4
51239,49,9,1,0,3,0,0,1,0,3,0.01,0.42,0,0,1
82852,20,9,192,0,2,0,0,1,0,10,0.17,0.07,0,0,4
86767,20,9,383,0,2,0,0,1,0,55,0.16,0.05,0,0,4
105451,49,9,28,0,45,0,0,0.98,0.04,44,0.17,0.02,0,0,0
125193,24,9,233,581,18,0,0,1,0,255,1,0,0,0,4
122249,8,5,0,0,276,1,1,0.03,0.05,9,0.04,0.05,1,1,0
16039,15,9,1032,0,189,0,0,1,0,189,0.74,0.01,0,0,0
57812,49,5,0,0,230,1,1,0,0.07,20,0.08,0.09,1,1,0
17434,12,9,44,44,22,0,0,1,0,255,1,0,0,0,4
115511,15,9,1032,0,511,0,0,1,0,61,0.24,0.15,0,0,0
93284,18,5,0,0,285,1,1,0.07,0.06,19,0.07,0.06,1,1,0
6454,44,9,516,4,183,0,0,1,0,183,1,0,0,0,4
104641,24,1,0,0,2,0,0,1,0,255,1,0,0,0,4
85573,58,5,0,0,122,1,1,0.13,0.07,16,0.06,0.06,1,1,0
91902,6,1,0,0,114,0,0,0.11,0.07,12,0.05,0.06,0,0,0
115350,49,5,0,0,257,1,1,0.07,0.05,18,0.07,0.06,1,1,0
81758,54,9,900,334,1,0,0,1,0,175,0.68,0.01,0,0,4
78834,12,9,46,143,6,0,0,1,0,254,1,0.01,0,0,4
87099,24,9,217,320,3,0.33,0.33,1,0,255,1,0,0,0,4
42416,24,9,289,342,3,0,0,1,0,255,1,0,0,0,4
64717,15,9,1032,0,511,0,0,1,0,141,0.55,0.01,0,0,0
123449,44,9,146,105,1,0,0,1,0,1,0,0.66,0,0,4
112905,12,9,43,43,197,0,0,1,0,255,1,0,0,0,4
119142,54,9,892,368,1,0,0,1,0,126,0.55,0.03,0,0,4
68103,36,5,0,0,294,1,1,0.04,0.05,6,0.02,0.08,1,1,0
52500,24,9,231,95,1,0,0.25,1,0,255,1,0,0,0.01,4
17506,54,9,642,327,1,0,0,1,0,185,0.8,0.1,0,0,4
33163,49,9,207,0,2,0,0,1,0,40,0.83,0.04,0,0,1
74501,24,5,0,0,18,0.94,1,0.94,0.11,55,0.22,0.04,1,1,0
87888,49,9,105,147,1,0,0,1,0,249,0.98,0.01,0,0,4
64619,24,9,222,481,3,0,0,1,0,255,1,0,0,0,4
98110,19,9,1222,2451,1,0,0,1,0,119,0.47,0.02,0,0,2
19901,49,5,0,0,75,1,1,0.21,0.07,11,0.04,0.06,1,1,0
25374,49,5,0,0,205,1,1,0.02,0.06,6,0.02,0.06,1,1,0
81346,12,9,44,70,156,0,0,1,0,255,1,0,0,0,4
14675,49,9,105,147,10,0,0,0.2,0.2,232,0.91,0.01,0,0,4
44186,24,9,314,659,36,0,0,1,0,255,1,0,0,0,4
110999,49,4,0,0,419,0,0,0,0.52,2,0.01,0.51,0,0,1
91899,59,1,0,0,160,0.12,0,0.01,0.58,1,0,0.36,0.08,0,1
7738,49,5,0,0,20,1,1,0.1,0.15,2,0.01,0.08,1,1,0
97253,20,5,0,0,57,1,1,0.25,0.07,66,0.24,0.03,0.99,0.52,0
70539,49,1,0,0,57,0,0,0.02,0.11,1,0,0.07,0,0,0
82595,49,5,0,0,258,1,1,0.08,0.05,20,0.08,0.07,1,1,0
11710,24,9,215,4937,29,0,0,1,0,255,1,0,0,0,4
29979,12,9,43,111,206,0,0,1,0,166,0.65,0.01,0,0,4
117855,24,9,200,313,25,0,0,1,0,255,1,0,0,0,4
95114,6,5,0,0,146,1,1,0.15,0.04,22,0.09,0.05,1,1,0
94043,24,5,0,0,2,0.5,0.5,1,0,255,1,0,0,0,4
6847,24,9,300,2651,3,0.33,0.33,1,0,255,1,0,0.01,0,4
79341,44,9,15876,0,17,0.18,0,0.06,0.59,1,0.01,0.21,0.05,0,4
18248,20,9,8766,0,4,0,0,1,0,10,0.05,0.02,0,0,4
92585,24,9,233,782,1,0,0,1,0,255,1,0,0,0,4
20017,24,5,0,0,23,1,1,0.43,0.17,65,0.25,0.02,1,1,0
96473,39,5,0,0,216,1,1,0.02,0.06,4,0.02,0.07,1,1,0
67795,12,9,91,0,1,0,0,1,0,3,1,0,0,0,4
10418,66,2,0,0,135,0,0,0.11,0.06,15,0.06,0.06,0,0,0
103284,24,5,0,0,267,1,1,0.07,0.05,20,0.08,0.05,1,1,0
62214,24,9,233,2507,4,0,0,1,0,251,0.98,0.01,0,0,4
43851,54,9,1281,329,1,0,0,1,0,130,0.64,0.1,0,0.01,4
57148,49,1,0,0,135,0,0,0.05,0.08,7,0.03,0.07,0,0,0
123038,24,9,304,1309,5,0,0,1,0,255,1,0,0,0,4
119230,33,1,0,0,277,0,0,0.04,0.06,11,0.04,0.07,0,0,0
103302,19,9,1232,2451,1,0,0,1,0,122,0.48,0.02,0,0,2
8517,24,9,196,383,2,0.5,0.5,1,0,255,1,0,0.04,0,4
79023,54,9,1350,333,1,0,0,1,0,137,0.51,0.02,0,0,4
71213,49,5,0,0,148,1,1,0.11,0.05,9,0.04,0.06,1,1,0
21894,24,9,303,1512,13,0,0,1,0,255,1,0,0.01,0.01,4
92821,24,1,0,0,1,0,0,1,0,157,1,0,0,0,4
67489,20,9,501760,0,2,0,0,1,0,57,0.21,0.1,0,0,4
103062,14,9,8,0,1,0,0,1,0,180,1,0,0,0,1
84425,24,9,252,2362,8,0,0,1,0,255,1,0,0,0,4
7845,49,9,28,0,86,0,0,1,0,86,0.34,0.01,0,0,0
39543,24,9,307,12862,2,0,0,1,0,255,1,0,0,0,4
41777,24,9,338,1523,39,0,0,1,0,255,1,0,0,0,4
93719,24,9,282,142,1,0,0,1,0,255,1,0,0,0,4
9127,40,5,0,0,111,1,1,0.16,0.08,9,0.04,0.09,1,1,0
45608,24,9,205,934,9,0,0,1,0,255,1,0,0,0,4
26385,49,5,0,0,291,1,1,0.06,0.06,5,0.02,0.07,1,1,0
704,20,9,641,0,2,0,0,1,0,55,0.08,0.05,0,0,4
3156,49,5,0,0,221,1,1,0.09,0.05,20,0.08,0.07,1,1,0
47694,20,9,1342,0,4,0,0,1,0,72,0.92,0.08,0,0,4
92170,24,9,334,1142,2,0,0,1,0,255,1,0,0,0,4
78651,20,5,0,0,45,0.98,1,0.22,0.11,42,0.16,0.05,1,1,0
111208,55,5,0,0,167,1,1,0.03,0.08,5,0.02,0.08,1,1,0
51227,24,9,300,7189,41,0,0,1,0,255,1,0,0,0,4
79315,24,1,0,0,1,0,0,1,0,33,1,0,0,0,4
87480,24,5,0,0,19,1,1,0.42,0.21,64,0.25,0.02,1,1,0
10652,49,9,105,0,1,0,0,1,0,14,0.64,0.14,0,0,4
91463,14,9,8,0,1,0,0,1,0,8,1,0,0,0,1
44102,24,9,277,2488,20,0,0,1,0,255,1,0,0,0,4
75295,24,9,251,3311,1,0,0,1,0,255,1,0,0,0,4
106622,49,5,0,0,107,1,1,0.12,0.06,13,0.05,0.05,1,1,0
99935,54,9,669,327,1,0,0,1,0,27,0.73,0.11,0,0,4
102645,24,9,285,478,19,0,0,1,0,255,1,0,0,0,4
72740,20,5,0,0,10,1,1,0.8,0.2,57,0.22,0.04,1,1,0
11103,12,9,17,73,1,0,0,1,0,234,0.92,0.01,0,0,4
92259,24,9,242,3222,4,0,0,1,0,251,0.98,0.01,0,0,4
46761,28,5,0,0,263,1,1,0.01,0.06,3,0.01,0.06,1,1,0
67544,60,5,0,0,234,1,1,0.02,0.05,5,0.02,0.05,1,1,0
114010,24,9,255,455,4,0,0,1,0,255,1,0,0,0,4
96593,12,9,45,75,68,0,0,1,0,254,1,0.01,0,0,4
73825,24,9,201,1660,57,0,0,1,0,255,1,0,0,0,4
31999,32,5,0,0,234,1,1,0.09,0.05,21,0.08,0.06,1,1,0
67896,24,9,325,2322,2,0.5,0.5,1,0,255,1,0,0,0,4
67807,44,9,146,0,3,0,0,0.33,1,4,0.02,0.51,0,0,4
93297,24,9,216,5575,35,0,0,1,0,255,1,0,0,0,4
39918,49,5,0,0,190,1,1,0.06,0.06,8,0.03,0.08,1,1,0
91284,60,5,0,0,19,1,1,1,0,41,0.67,0.03,0.97,0.95,0
28524,24,9,215,14948,4,0,0,1,0,255,1,0,0,0,4
87372,49,5,0,0,212,1,1,0.06,0.06,15,0.06,0.07,1,1,0
106786,24,9,306,799,22,0,0,1,0,255,1,0,0,0,4
6401,49,5,0,0,182,1,1,0.03,0.08,5,0.02,0.08,1,1,0
72063,15,9,520,0,291,0,0,1,0,255,1,0,0,0,0
1403,24,9,204,269,2,0,0,1,0,255,1,0,0,0,4
116259,24,9,320,15080,3,0,0,1,0,255,1,0,0,0,4
14559,2,5,0,0,257,1,1,0.03,0.06,14,0.05,0.07,1,1,0
1574,24,1,0,0,1,0,0,1,0,136,0.83,0.01,0,0,4
34852,49,5,0,0,128,1,1,0.13,0.05,19,0.07,0.05,1,1,0
85614,18,5,0,0,36,1,1,0.28,0.11,35,0.26,0.03,1,0.86,0
15389,49,5,0,0,162,1,1,0.05,0.06,8,0.03,0.07,1,1,0
22446,24,9,280,3727,2,0,0,1,0,255,1,0,0,0,4
66251,39,5,0,0,296,1,1,0.04,0.05,7,0.03,0.07,1,1,0
125283,15,9,1032,0,510,0,0,1,0,51,0.2,0.16,0,0,0
116807,24,9,220,7081,4,0,0,1,0,83,1,0,0,0,4
55212,11,5,0,0,287,1,1,0.07,0.06,20,0.08,0.07,1,1,0
138,15,9,1032,0,263,0,0,1,0,255,1,0,0,0,0
93626,49,1,0,0,146,0,0,0.11,0.06,16,0.23,0.08,0,0,0
101383,26,1,0,0,150,0,0,0.13,0.06,13,0.05,0.07,0,0,0
67338,24,1,0,0,1,0,0,1,0,253,1,0,0,0,4
42921,24,9,236,1694,7,0,0,1,0,255,1,0,0,0,4
18794,13,5,0,0,220,1,1,0.06,0.06,13,0.05,0.07,1,1,0
12477,24,9,297,534,12,0,0,1,0,255,1,0,0,0,4
60478,24,9,347,392,10,0,0,1,0,255,1,0,0,0,4
86584,20,9,6601,0,21,0,0,1,0,101,0.4,0.02,0,0,4
54621,28,5,0,0,240,1,1,0.03,0.06,7,0.03,0.07,1,1,0
25231,24,9,293,3187,2,0,0,1,0,82,1,0,0,0,4
117662,20,9,740,0,1,0,0,1,0,38,0.18,0.03,0,0,4
50019,49,5,0,0,216,1,1,0.01,0.06,2,0.01,0.05,1,1,0
118601,24,9,164,4097,1,0,0,1,0,255,1,0,0,0,4
81410,20,5,0,0,198,1,1,0.05,0.06,10,0.04,0.07,1,1,0
31233,24,9,282,2251,30,0,0,1,0,255,1,0,0,0,4
44323,49,1,0,0,43,0.16,0,0.02,1,1,0,0.48,0.03,0,1
115363,24,9,293,1509,6,0,0,1,0,255,1,0,0,0,4
62463,49,5,0,0,250,1,1,0.04,0.06,9,0.04,0.05,1,1,0
107227,24,5,0,0,3,1,1,1,0,56,0.22,0.04,1,1,0
16490,6,5,0,0,109,1,1,0.06,0.07,7,0.03,0.08,1,1,0
29359,20,9,172,0,9,0,0,1,0,98,0.92,0.04,0,0,4
44936,24,1,0,0,1,0,0,1,0,91,1,0,0,0,4
86568,24,9,305,2384,7,0,0,1,0,255,1,0,0,0,4
44824,54,9,588,330,1,0,0,1,0,176,0.96,0.03,0.03,0.02,4
112654,49,5,0,0,112,1,1,0.01,0.07,20,0.08,0.06,1,1,0
83313,12,9,45,134,29,0,0,1,0,228,1,0,0,0,4
110296,12,9,45,139,66,0,0,1,0,254,1,0.01,0,0,4
13802,24,9,312,30739,2,0,0.25,1,0,255,1,0,0,0,4
121056,15,9,1032,0,55,0,0,1,0,55,0.22,0.02,0,0,0
51930,24,9,321,440,10,0,0,1,0,255,1,0,0,0,4
73512,24,9,233,1931,4,0,0,1,0,255,1,0,0,0,4
12037,54,9,741,331,1,0,0,1,0,148,0.78,0.06,0.01,0.01,4
124886,41,5,0,0,144,1,1,0.1,0.06,15,0.06,0.07,1,1,0
121521,49,5,0,0,147,1,1,0.07,0.06,11,0.04,0.07,1,1,0
45969,24,9,216,598,2,0,0,1,0,255,1,0,0,0,4
107742,12,9,45,45,286,0,0,1,0.01,254,1,0.01,0,0,4
7213,28,5,0,0,273,1,1,0.06,0.06,12,0.05,0.06,1,1,0
86220,49,5,0,0,175,1,1,0.09,0.06,5,0.02,0.07,1,1,0
29775,24,9,244,770,23,0,0,1,0,255,1,0,0,0,4
36345,49,1,0,0,282,0.03,0,0,1,1,0,0.97,0.04,0,1
75243,54,9,1625,371,1,0,0,1,0,96,0.95,0.05,0,0,4
98763,49,5,0,0,247,1,1,0.08,0.06,18,0.07,0.08,1,1,0
97035,49,5,0,0,128,1,1,0.05,0.06,14,0.1,0.11,1,1,0
37547,12,9,42,42,4,0,0,1,0,224,0.88,0.01,0,0,4
